Artist,Title,prepText,allText
Pat Hamel - Fast Food Love,Swing Panache - Danser la fin du monde, gawbé ciseau zigzag jeff samson les astres noirs vol pascale paradis maison candide samwoy awkward party,Pat Hamel - Fast Food Love Swing Panache - Danser la fin du monde  gawbé ciseau zigzag jeff samson les astres noirs vol pascale paradis maison candide samwoy awkward party
Mykonova - Miko,Kanen - Mitshuap (Deluxe), denkiburo espace commun elephant stone acid house ragas sébastien parent projet seb parent poubelle mystique royauté,Mykonova - Miko Kanen - Mitshuap (Deluxe)  denkiburo espace commun elephant stone acid house ragas sébastien parent projet seb parent poubelle mystique royauté
PUFFER - S/T,Jo B - Extraction, randa randa chante aznavour chromakey parhélie felp fini felp help,PUFFER - S/T Jo B - Extraction  randa randa chante aznavour chromakey parhélie felp fini felp help
Pierre-Alain Faucon - Carte d'anniversaire,Quintette Sylvain Cossette - Second cycle, the franklin electric monsters guillaume bordel enfanfleur philémon cimon chansons pour enfants et rêves les jacks live au treehouse,Pierre-Alain Faucon - Carte d'anniversaire Quintette Sylvain Cossette - Second cycle  the franklin electric monsters guillaume bordel enfanfleur philémon cimon chansons pour enfants et rêves les jacks live au treehouse
Félix Leclerc - L'alouette en colère (édition anniversaire),Grand Eugène - Grand Eugène, cirrho fka cirrhose et cendrier cirrho christian claveau chansons pour mévader gaz station nos secrets si bien gardés various artists julie daraîche dynastie country,Félix Leclerc - L'alouette en colère (édition anniversaire) Grand Eugène - Grand Eugène  cirrho fka cirrhose et cendrier cirrho christian claveau chansons pour mévader gaz station nos secrets si bien gardés various artists julie daraîche dynastie country
Lynda Lemay - Critiquement incorrecte (mauvais goûts et maux vécus),Mathieu D'Astous - Lighthouse on the Moon, jeanphi goncalves avec fanny bloom cœur de slush bande sonore originale du film fréjus symétries habitat canada lunar spectrum red mass black light black heat,Lynda Lemay - Critiquement incorrecte (mauvais goûts et maux vécus) Mathieu D'Astous - Lighthouse on the Moon  jeanphi goncalves avec fanny bloom cœur de slush bande sonore originale du film fréjus symétries habitat canada lunar spectrum red mass black light black heat
Pastel Barbo - Mcrcsm,Jeffrey Piton - Waterfall, alexandre poulin nature humaine deluxe frank moutarde un frisson june 6xteen bitter sweet nomadic locust my empty room,Pastel Barbo - Mcrcsm Jeffrey Piton - Waterfall  alexandre poulin nature humaine deluxe frank moutarde un frisson june 6xteen bitter sweet nomadic locust my empty room
Jean-Philippe Turbis - Cayen,Bouche Première - à plat dans ton peau, sulfer fueled by hatred various artists lili stcyr théâtre musical bic tizon dife été en hiver the ruffianz straight outta dystopia,Jean-Philippe Turbis - Cayen Bouche Première - à plat dans ton peau  sulfer fueled by hatred various artists lili stcyr théâtre musical bic tizon dife été en hiver the ruffianz straight outta dystopia
Elle Lapointe - Kindred Spirits,Miserere Luminis - Ordalie, miro chino patio compte à rebours the franklin electric oh brother pierre kwenders josé louis and the paradox of love deluxe nicolas boulerice olivier demers robert deveaux art populairejuillet,Elle Lapointe - Kindred Spirits Miserere Luminis - Ordalie  miro chino patio compte à rebours the franklin electric oh brother pierre kwenders josé louis and the paradox of love deluxe nicolas boulerice olivier demers robert deveaux art populairejuillet
Debbie Tebbs - Origine (Deluxe),Serpent Corpse - Blood Sabbath, karma glider future fiction mel issa jour et nuit patrick holland ending with dan moisan ça,Debbie Tebbs - Origine (Deluxe) Serpent Corpse - Blood Sabbath  karma glider future fiction mel issa jour et nuit patrick holland ending with dan moisan ça
Micah! - Joue de la musique,Shaun Ferguson - La Lumière de l'Ombre - L'Ombre de la Lumière, natasha kanapéfontaine nui pimuten ii bells larsen if i was i am élise velle pierre trocellier gershwin intimate les chiclettes goddess horslaloi,Micah! - Joue de la musique Shaun Ferguson - La Lumière de l'Ombre - L'Ombre de la Lumière  natasha kanapéfontaine nui pimuten ii bells larsen if i was i am élise velle pierre trocellier gershwin intimate les chiclettes goddess horslaloi
Peanut Butter Sunday - Quoi-ce y'a pour souper? (Édition Deluxe),Peanut Butter Sunday - Quoi-ce y'a pour souper?, kman the 45s primed to go anne thivierge mélisande corriveau eric milnes tendres échos group project the big picture sel et sable blanc joane labelle le bal des ardents,Peanut Butter Sunday - Quoi-ce y'a pour souper? (Édition Deluxe) Peanut Butter Sunday - Quoi-ce y'a pour souper?  kman the 45s primed to go anne thivierge mélisande corriveau eric milnes tendres échos group project the big picture sel et sable blanc joane labelle le bal des ardents
Bobby Bazini - Pearl,Charlotte Cardin - 99 Nights, larche western marcus berthold carcasse de métal noé talbot avant quon se déteste squerl noir sous la fourrure,Bobby Bazini - Pearl Charlotte Cardin - 99 Nights  larche western marcus berthold carcasse de métal noé talbot avant quon se déteste squerl noir sous la fourrure
Jason Hudon - Jason Hudon,Jipé Dalpé - Coeurs mobiles, kim albert to hold it allseptembre sylvie gros tape de rock comment debord monde autour,Jason Hudon - Jason Hudon Jipé Dalpé - Coeurs mobiles  kim albert to hold it allseptembre sylvie gros tape de rock comment debord monde autour
Kaven D - Droit devant,Philippe Noireaut - AMORPHISMES, françois myrand remembering peace tranquility 25th anniversary élise velle pierre trocellier cole porter intimate élise velle pierre trocellier bouquet intimate laëtitia la grande marche,Kaven D - Droit devant Philippe Noireaut - AMORPHISMES  françois myrand remembering peace tranquility 25th anniversary élise velle pierre trocellier cole porter intimate élise velle pierre trocellier bouquet intimate laëtitia la grande marche
Karkwa - Dans la seconde,Jonathan Bélanger - Sur le Boulevard, laurenceanne oniromancie grande ourse grande ourse fuck toute oktoplut fucktoplut solipsisme labyrinthologie,Karkwa - Dans la seconde Jonathan Bélanger - Sur le Boulevard  laurenceanne oniromancie grande ourse grande ourse fuck toute oktoplut fucktoplut solipsisme labyrinthologie
Alicia Deschênes - Livérer la tempête,Allison Russell - The Returner, éric lapointe je marche dans ma vie annie blanchard maxime landry le country de nos idoles corail maison ruins of azur ruins of azur,Alicia Deschênes - Livérer la tempête Allison Russell - The Returner  éric lapointe je marche dans ma vie annie blanchard maxime landry le country de nos idoles corail maison ruins of azur ruins of azur
Pascal Valois - Paris 1790,Jean L'Océan - ENSEMBLE, jérôme charlebois petits mots pour grands enfants narcisse la fin narrive jamais deux voyages de foin chansons elisapie inuktitut,Pascal Valois - Paris 1790 Jean L'Océan - ENSEMBLE  jérôme charlebois petits mots pour grands enfants narcisse la fin narrive jamais deux voyages de foin chansons elisapie inuktitut
Anais Cardot - Pink Magnolia,Evelyne Brochu - Le danger, chilly gonzales french kiss alexis normand mementos ultra violette lumière invisible marsö tristesse et confettis,Anais Cardot - Pink Magnolia Evelyne Brochu - Le danger  chilly gonzales french kiss alexis normand mementos ultra violette lumière invisible marsö tristesse et confettis
Dominique Fils-Aimé - Our Roots Run Deep,Lalancette - Danser, adib alkhalidey sale arabe en thérapie ou les charmes discrets dun transfuge de classe kaïn el grande torpedo dany nicolas aum pierre guitard les sessions anhédonie,Dominique Fils-Aimé - Our Roots Run Deep Lalancette - Danser  adib alkhalidey sale arabe en thérapie ou les charmes discrets dun transfuge de classe kaïn el grande torpedo dany nicolas aum pierre guitard les sessions anhédonie
CRI - Miracles,Hey Major - Down the Ride, le couleur comme dans un penthouse cosmophone feu toi feu moi sasha cay spin mayfly hideaway vol ii,CRI - Miracles Hey Major - Down the Ride  le couleur comme dans un penthouse cosmophone feu toi feu moi sasha cay spin mayfly hideaway vol ii
Ariane Nadeau - Port d'attache,Folaube - Lâcher les fauves, delphine véronneau la filante robert rioux fractals benoît paradis trio la tête ailleurs émile bilodeau au bar des espoirs,Ariane Nadeau - Port d'attache Folaube - Lâcher les fauves  delphine véronneau la filante robert rioux fractals benoît paradis trio la tête ailleurs émile bilodeau au bar des espoirs
Blaze Velluto Collection - What's On Your Mind?,Aliocha Schneider - Aliocha Schneider, mimi obonsawin boréale oui merci ok bebye marcus lowry time time time la force xo skeleton,Blaze Velluto Collection - What's On Your Mind? Aliocha Schneider - Aliocha Schneider  mimi obonsawin boréale oui merci ok bebye marcus lowry time time time la force xo skeleton
CRABE - Visite du temple inné,Dee Joyce - Un grand A, aiza sovereigntyoctobre elsiane elsiane pourpour ce que nous sommes,CRABE - Visite du temple inné Dee Joyce - Un grand A  aiza sovereigntyoctobre elsiane elsiane pourpour ce que nous sommes
Florence K - Brésil mon amour,Fanny Bloom - Holistique, okapi solide francis faubert je sais pas pourquoi tu maimes joey robin haché moins zéro la fille à raymond toutes des histoires vraies,Florence K - Brésil mon amour Fanny Bloom - Holistique  okapi solide francis faubert je sais pas pourquoi tu maimes joey robin haché moins zéro la fille à raymond toutes des histoires vraies
Aie Cobaye - Mon chemin,Bel and Quinn - Donte sann yo, jeremy dutcher motewolonuwok population ii électrons libres du québec raph delaé fka monsieur raph moitié plein otto les flots,Aie Cobaye - Mon chemin Bel and Quinn - Donte sann yo  jeremy dutcher motewolonuwok population ii électrons libres du québec raph delaé fka monsieur raph moitié plein otto les flots
Émilis - Instants,"Fabien, le poète rebelle - Mise à nu", passepartout passepartout chante en cœur monna muse mad love marie denise pelletier sous ma peau de femme tomy paré quand tu me disais oui,"Émilis - Instants Fabien, le poète rebelle - Mise à nu  passepartout passepartout chante en cœur monna muse mad love marie denise pelletier sous ma peau de femme tomy paré quand tu me disais oui"
Maud Evelyne - Préfontaine,Moses Bélanger - Fullum, everly lux selfhood soleil launière taueu stef jos écho des saisons dici helena deland goodnight summerland,Maud Evelyne - Préfontaine Moses Bélanger - Fullum  everly lux selfhood soleil launière taueu stef jos écho des saisons dici helena deland goodnight summerland
Evidence 42 - Evidence 42,Carl Mayotte - Carnaval, miro chino bon times bad times thomas ariell déraciné das mörtal bury the sorrow i musici de montréal destins tragiques,Evidence 42 - Evidence 42 Carl Mayotte - Carnaval  miro chino bon times bad times thomas ariell déraciné das mörtal bury the sorrow i musici de montréal destins tragiques
McLean - Anonyme,Joe Napoléon & Black Leather Rose - J'sacre mon camp, rêve saturn return michel rivard le tour du bloc lalbum du spectacle shay lia facets nüshu nüshu,McLean - Anonyme Joe Napoléon & Black Leather Rose - J'sacre mon camp  rêve saturn return michel rivard le tour du bloc lalbum du spectacle shay lia facets nüshu nüshu
Emi Jeen - Terrible Perfect Timing,Erwan - Au bon endroit, alex burger ça sinvente pas roy davis désastres vol léa jarry comme avant élégie romantisme,Emi Jeen - Terrible Perfect Timing Erwan - Au bon endroit  alex burger ça sinvente pas roy davis désastres vol léa jarry comme avant élégie romantisme
l'aube - Corner Toute,Les Évadés - Telepass, michel faubert la chapelle ardente the doxas brothers kindred the wildwood family random number verlene arcanes majeurs vol ,l'aube - Corner Toute Les Évadés - Telepass  michel faubert la chapelle ardente the doxas brothers kindred the wildwood family random number verlene arcanes majeurs vol 
Marianne Trudel - Time Poem,Marianne Trudel & John Hollenbeck - Dédé Java Espiritu, manon brunet origine liana adam pour elle sam roberts band the adventures of ben blank barnabé chroniques hipstern vol ,Marianne Trudel - Time Poem Marianne Trudel & John Hollenbeck - Dédé Java Espiritu  manon brunet origine liana adam pour elle sam roberts band the adventures of ben blank barnabé chroniques hipstern vol 
Emilie Clepper - The Family Record,Gabriel Newlands - Passages, pauleandrée cassidy au bal des océans dominique plante les chambres rouges red rooms original motion picture soundtrack jerry cormier sous le même ciel que toi pascal pico larouche chansons comiques pour vos party bien de chez nous,Emilie Clepper - The Family Record Gabriel Newlands - Passages  pauleandrée cassidy au bal des océans dominique plante les chambres rouges red rooms original motion picture soundtrack jerry cormier sous le même ciel que toi pascal pico larouche chansons comiques pour vos party bien de chez nous
"Klô Pelgag, Joseph Mihalcean & Samuel Gougoux - Sieste sur l'oreille droite",Helene Engel - Souvenirs d'avant ma naissance, karolan boily le feu sous le toit nobro set your pussy free jimmy hunt royaume jimmy hunt grosbec,"Klô Pelgag, Joseph Mihalcean & Samuel Gougoux - Sieste sur l'oreille droite Helene Engel - Souvenirs d'avant ma naissance  karolan boily le feu sous le toit nobro set your pussy free jimmy hunt royaume jimmy hunt grosbec"
Ormiston - Highway Restaurant,Black Tiger Sex Machine - Portals, alice du love à revendre marco ema anyway mommy love héron fontaine mic bourgouin chacun pour soi,Ormiston - Highway Restaurant Black Tiger Sex Machine - Portals  alice du love à revendre marco ema anyway mommy love héron fontaine mic bourgouin chacun pour soi
Demain déluge - Nos terrains vagues,Binazoo - Binazoo, alain v la ruée vers lor tango golf tango dark tropical express patrick prévost blonde atomique yoan something in my blood,Demain déluge - Nos terrains vagues Binazoo - Binazoo  alain v la ruée vers lor tango golf tango dark tropical express patrick prévost blonde atomique yoan something in my blood
"Jeremy Lachance - Dear Vancouver, Cher Montréal",Sluice - Archiviste, loïc lafrance théâtreviolence princesses face a jacques surette conséquences angèle dubeau la pietà signature philip glass,"Jeremy Lachance - Dear Vancouver, Cher Montréal Sluice - Archiviste  loïc lafrance théâtreviolence princesses face a jacques surette conséquences angèle dubeau la pietà signature philip glass"
Suzie Villeneuve - De la tête au cœur,Nikyta Mathieu-Champagne - DANSE, andrea prochazka les satellites lynda lemay le baiser de lhorizon lynda lemay entre le rêve et le souvenir chansons de mes débuts jérôme antigéographiquement,Suzie Villeneuve - De la tête au cœur Nikyta Mathieu-Champagne - DANSE  andrea prochazka les satellites lynda lemay le baiser de lhorizon lynda lemay entre le rêve et le souvenir chansons de mes débuts jérôme antigéographiquement
