Artist,Title,prepText,allText
Ray Charles,You Don't Know Me, contributorsyou don’t know me lyricsintro you dont love me you dont know me,Ray Charles You Don't Know Me  contributorsyou don’t know me lyricsintro you dont love me you dont know me
Youngblood Hawke,We Come Running,paroles de la chanson we come running par youngblood hawke we come running we come running,Youngblood Hawke We Come Running paroles de la chanson we come running par youngblood hawke we come running we come running
Avicii,The Nights,paroles de la chanson the nights par avicii hey once upon a younger year when all our shadows disappeared,Avicii The Nights paroles de la chanson the nights par avicii hey once upon a younger year when all our shadows disappeared
MGMT,Kids,paroles de la chanson kids par mgmt you were a child crawling on your knees toward him,MGMT Kids paroles de la chanson kids par mgmt you were a child crawling on your knees toward him
Jack Ü,Where Are Ü Now (with Justin Bieber),paroles de la chanson where are u now par jack u i gave you the key when the door wasnt open just admit it see i gave you faith and you doubt and it opened cant deny it,Jack Ü Where Are Ü Now (with Justin Bieber) paroles de la chanson where are u now par jack u i gave you the key when the door wasnt open just admit it see i gave you faith and you doubt and it opened cant deny it
Katy Perry,Part Of Me,paroles de la chanson part of me par katy perry days like this i want to drive away pack my bags and watch your shadow fade,Katy Perry Part Of Me paroles de la chanson part of me par katy perry days like this i want to drive away pack my bags and watch your shadow fade
Ellie Goulding,On My Mind,paroles de la chanson on my mind par ellie goulding its a little dirty how the whole thing started i dont even really know what you intended,Ellie Goulding On My Mind paroles de la chanson on my mind par ellie goulding its a little dirty how the whole thing started i dont even really know what you intended
Bastille,Pompeii,paroles de la chanson pompeii par bastille i was left to my own devices many days fell away with nothing to show,Bastille Pompeii paroles de la chanson pompeii par bastille i was left to my own devices many days fell away with nothing to show
American Authors,Best Day Of My Life,paroles de la chanson best day of my life par american authors i had a dream so big and loud i jumped so high i touched the clouds,American Authors Best Day Of My Life paroles de la chanson best day of my life par american authors i had a dream so big and loud i jumped so high i touched the clouds
"Good album, was worth the listen (212)",Decent album (388),❤️ stier album i can have it on repeat should listen 💎 goatesque ive had it on repeat must listen 5listen later httpsopenspotifycomalbum30lgwjklky1tox7edigylqsitqsi3pjvr1cpzjerhnlskw discographies william kekra jhené aiko muse michael jackson eason chan spacetime continuum brennan savage pepe rou alkpote giveon lana del rey bts laurent voulzy aminé bruno mars aether georgio fra alcest cigarettes after sex the game madvillain nas mobb deep suprême ntm daft punk booba frank ocean jayz kanye west prince willow jaden usher yoko shimomura travis scott aerosmith radiohead coldplay andrea bocelli bryson tiller chopmonk chynna zuukou mayzie enrico intra jokair wuf les rallizes dénudés laylow supper moment dear jane thahomey playboi carti anderson paak xavier dang beeby népal yameii online isaiah rashad ak3k black eyes peas emune borealism little big 6ix9ine 6lack björk snoop dogg nirvana кино foxxy dekay danny brown griff fka twigs death grips kendrick lamar killa fonic earl sweatshirt lingua ignota xiu xiu the caretaker the carebear lady gaga jimi hendrix led zeppelin ray charles iron maiden franz zappa repulsive black atlass rihanna gorillaz oneohtrix point never mac miller yves tumor tame impala godspeed you black emperor sch jack stauber machine girl goreshit aphex twin laura pausini starmoon acidgvrl mabisyo jayz listened already,"Good album, was worth the listen (212) Decent album (388) ❤️ stier album i can have it on repeat should listen 💎 goatesque ive had it on repeat must listen 5listen later httpsopenspotifycomalbum30lgwjklky1tox7edigylqsitqsi3pjvr1cpzjerhnlskw discographies william kekra jhené aiko muse michael jackson eason chan spacetime continuum brennan savage pepe rou alkpote giveon lana del rey bts laurent voulzy aminé bruno mars aether georgio fra alcest cigarettes after sex the game madvillain nas mobb deep suprême ntm daft punk booba frank ocean jayz kanye west prince willow jaden usher yoko shimomura travis scott aerosmith radiohead coldplay andrea bocelli bryson tiller chopmonk chynna zuukou mayzie enrico intra jokair wuf les rallizes dénudés laylow supper moment dear jane thahomey playboi carti anderson paak xavier dang beeby népal yameii online isaiah rashad ak3k black eyes peas emune borealism little big 6ix9ine 6lack björk snoop dogg nirvana кино foxxy dekay danny brown griff fka twigs death grips kendrick lamar killa fonic earl sweatshirt lingua ignota xiu xiu the caretaker the carebear lady gaga jimi hendrix led zeppelin ray charles iron maiden franz zappa repulsive black atlass rihanna gorillaz oneohtrix point never mac miller yves tumor tame impala godspeed you black emperor sch jack stauber machine girl goreshit aphex twin laura pausini starmoon acidgvrl mabisyo jayz listened already"
Spring Season (1989-1990),Fall Season (1989-1990),💜 uicideboy ying yang tapes winter season 🧡 uicideboy germ dirtiestnastiestuicide 🧡 uicideboy shakewell shameless uicide 💜 surrenderdorothy breathingexercise,Spring Season (1989-1990) Fall Season (1989-1990) 💜 uicideboy ying yang tapes winter season 🧡 uicideboy germ dirtiestnastiestuicide 🧡 uicideboy shakewell shameless uicide 💜 surrenderdorothy breathingexercise
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore, contributorsstay the night lyricsverse i know that we are upside down so hold your tongue and hear me out,Zedd Stay The Night - Featuring Hayley Williams Of Paramore  contributorsstay the night lyricsverse i know that we are upside down so hold your tongue and hear me out
Coldplay,Every Teardrop Is a Waterfall,paroles de la chanson every teardrop is a waterfall par coldplay i turn the music up i got my records on i shut the world outside until the lights come on,Coldplay Every Teardrop Is a Waterfall paroles de la chanson every teardrop is a waterfall par coldplay i turn the music up i got my records on i shut the world outside until the lights come on
OMI,Cheerleader - Felix Jaehn Remix Radio Edit, contributorscheerleader felix jaehn remix radio edit lyricswhen i need motivation my one solution is my queen cause she stay strong yeah yeah,OMI Cheerleader - Felix Jaehn Remix Radio Edit  contributorscheerleader felix jaehn remix radio edit lyricswhen i need motivation my one solution is my queen cause she stay strong yeah yeah
Once Jameson,Honey Im Good, contributorsgood heart lyricsverse i got money problems which lead to drinking problems,Once Jameson Honey Im Good  contributorsgood heart lyricsverse i got money problems which lead to drinking problems
Jack Ü,Where Are Ü Now (with Justin Bieber),paroles de la chanson where are u now par jack u i gave you the key when the door wasnt open just admit it see i gave you faith and you doubt and it opened cant deny it,Jack Ü Where Are Ü Now (with Justin Bieber) paroles de la chanson where are u now par jack u i gave you the key when the door wasnt open just admit it see i gave you faith and you doubt and it opened cant deny it
Ed Sheeran,All Of The Stars,paroles de la chanson all of the stars par ed sheeran its just another night and im staring at the moon i saw a shooting star and thought of you,Ed Sheeran All Of The Stars paroles de la chanson all of the stars par ed sheeran its just another night and im staring at the moon i saw a shooting star and thought of you
Neil Halstead,Digging Shelters, contributordigging shelters lyricscomputer whats the point in this you do all the thinking where are we just digging shelters in the snow,Neil Halstead Digging Shelters  contributordigging shelters lyricscomputer whats the point in this you do all the thinking where are we just digging shelters in the snow
Mel Waiters,Throw Back Days, contributorsain’t care about me lyricsintro they ain’t care bout me,Mel Waiters Throw Back Days  contributorsain’t care about me lyricsintro they ain’t care bout me
Latimore,Let's Straighten It Out, contributorslet’s straighten it out lyricssit yourself down girl and talk to me and tell me whats on your mind,Latimore Let's Straighten It Out  contributorslet’s straighten it out lyricssit yourself down girl and talk to me and tell me whats on your mind
Johnnie Taylor,Last Two Dollars, contributorslast two dollars lyricsintro whoouh what a shame,Johnnie Taylor Last Two Dollars  contributorslast two dollars lyricsintro whoouh what a shame
Johnnie Taylor,We're Getting Careless With Our Love, contributorswe’re getting careless with our love lyricsverse wake up little darling its time to go home,Johnnie Taylor We're Getting Careless With Our Love  contributorswe’re getting careless with our love lyricsverse wake up little darling its time to go home
"I'm not gon' hold you, Drugz (drugs)",come Scrabble me,i dare dare you try and school me its gon be over drugz drugs i mean you may be a blood but negroyou aint no thug i seen you gettin cracked in the street so bad geechi gotti proved trees was a gateway drugz drugs,"I'm not gon' hold you, Drugz (drugs) come Scrabble me i dare dare you try and school me its gon be over drugz drugs i mean you may be a blood but negroyou aint no thug i seen you gettin cracked in the street so bad geechi gotti proved trees was a gateway drugz drugs"
Future,Mask Off - Remix, contributorsmask off remix lyricsintro future call it how it is hendrix,Future Mask Off - Remix  contributorsmask off remix lyricsintro future call it how it is hendrix
channel ORANGE (2012) | January 1st,Wild Heart (2013) | January 1st,acid ghost vacation ii january 2nd acid ghost warhol january 2nd salvia palth melanchole january 2nd sonic youth goo january 2nd,channel ORANGE (2012) | January 1st Wild Heart (2013) | January 1st acid ghost vacation ii january 2nd acid ghost warhol january 2nd salvia palth melanchole january 2nd sonic youth goo january 2nd
Doolittle (1989) | January 2nd,Double Nickels on the Dime (1984) | January 2nd,the cars the cars january 2nd gang of four entertainment january 2nd funkadelic maggot brain january 3rd the rolling stones sticky fingеrs january 3rd,Doolittle (1989) | January 2nd Double Nickels on the Dime (1984) | January 2nd the cars the cars january 2nd gang of four entertainment january 2nd funkadelic maggot brain january 3rd the rolling stones sticky fingеrs january 3rd
CARE FOR ME (2018) | January 3rd,Purple Rain (1984) | January 3rd,kid cudi man on the moon the end of day january 3rd freddie gibbs madlib piñata january 3rd kanye west the college dropout january 3rd d’angelo voodoo january 3rd,CARE FOR ME (2018) | January 3rd Purple Rain (1984) | January 3rd kid cudi man on the moon the end of day january 3rd freddie gibbs madlib piñata january 3rd kanye west the college dropout january 3rd d’angelo voodoo january 3rd
A Love Supreme (1965) | January 4th,Seventeen Seconds (1980) | January 3rd->4th,lou reed coney island baby january 4th joy division closer january 4th the beach boys pet sounds january 5th kanye west ye january 6th,A Love Supreme (1965) | January 4th Seventeen Seconds (1980) | January 3rd->4th lou reed coney island baby january 4th joy division closer january 4th the beach boys pet sounds january 5th kanye west ye january 6th
Weezer (1994) | January 7th,Street Hassle (1978) | January 7th,tommy james the shondells crimson clover january 7th the doors the doors january 7th david bowie the rise fall of ziggy stardust and the spiders from mars january 7th talking heads fear of music january 7th,Weezer (1994) | January 7th Street Hassle (1978) | January 7th tommy james the shondells crimson clover january 7th the doors the doors january 7th david bowie the rise fall of ziggy stardust and the spiders from mars january 7th talking heads fear of music january 7th
melanchole (remaster) (2016) | January 8th,"good kid, m.A.A.d city (2012) | January 8th",juice wrld goodbye good riddance january 10th yxngxr1 childhood dreams january 11th kanye west yeezus january 11th xxxtentacion january 11th,"melanchole (remaster) (2016) | January 8th good kid, m.A.A.d city (2012) | January 8th juice wrld goodbye good riddance january 10th yxngxr1 childhood dreams january 11th kanye west yeezus january 11th xxxtentacion january 11th"
ASTROWORLD (2018) | January 12th,Pastel Blues (1965) | January 11th,13th floor elevators the psychedelic sounds of the 13th floor elevators january 12th the beatles a hard days night us soundtrack january 12th kanye west graduation january 13th tyler the creator cherry bomb january 13th,ASTROWORLD (2018) | January 12th Pastel Blues (1965) | January 11th 13th floor elevators the psychedelic sounds of the 13th floor elevators january 12th the beatles a hard days night us soundtrack january 12th kanye west graduation january 13th tyler the creator cherry bomb january 13th
"For Emma, Forever Ago (2008) | January 15th",CTRL (2017) | January 14th,the smiths the queen is dead january 15th xxxtentacion january 15th rex orange county pony january 15th the beatles help uk january 15th,"For Emma, Forever Ago (2008) | January 15th CTRL (2017) | January 14th the smiths the queen is dead january 15th xxxtentacion january 15th rex orange county pony january 15th the beatles help uk january 15th"
The Marshall Mathers LP (2000) | January 16th,Luv is Rage 2 (2017) | January 16th,patti smith horses january 17th kanye west the life of pablo january 17th krack funk wagon mcguillicuddy january 17th the jimi hendrix experience axis bold as love january 17th,The Marshall Mathers LP (2000) | January 16th Luv is Rage 2 (2017) | January 16th patti smith horses january 17th kanye west the life of pablo january 17th krack funk wagon mcguillicuddy january 17th the jimi hendrix experience axis bold as love january 17th
The Stooges (1969) | January 18th,Kick Out The Jams (1969) | January 18th,the ramones ramones january 19th sonic youth daydream nation january 19th x los angeles january 19th sonic youth sister january 19th,The Stooges (1969) | January 18th Kick Out The Jams (1969) | January 18th the ramones ramones january 19th sonic youth daydream nation january 19th x los angeles january 19th sonic youth sister january 19th
Loveless (1991) | January 20th,What's Going On (1971) | January 20th,sonic youth evol january 20th sonic youth washing machine january 21st lou reed rock n roll animal january 21st talking heads talking heads january 21st,Loveless (1991) | January 20th What's Going On (1971) | January 20th sonic youth evol january 20th sonic youth washing machine january 21st lou reed rock n roll animal january 21st talking heads talking heads january 21st
Remain in Light (1980) | January 21st,Little Creatures (1985) | January 21st,talking heads sp eak in gi n to ngu es january 22nd death grips the money store january 22nd misfits walk among us january 23rd green day dookie january 23rd,Remain in Light (1980) | January 21st Little Creatures (1985) | January 21st talking heads sp eak in gi n to ngu es january 22nd death grips the money store january 22nd misfits walk among us january 23rd green day dookie january 23rd
フローラルの専門店 (2011) | January 23rd,Visions (2012) | January 23rd,pink floyd animals january 24th prince january 24th the shaggs philosophy of the world january 24th the modern lovers the modern lovers january 24th,フローラルの専門店 (2011) | January 23rd Visions (2012) | January 23rd pink floyd animals january 24th prince january 24th the shaggs philosophy of the world january 24th the modern lovers the modern lovers january 24th
H2O (1996) | January 25th,Marquee Moon (1977) | January 24th,h2o thicker than water january 25th h2o fttw january 25th sonic youth bad moon rising january 25th h2o nothing to prove january 25th,H2O (1996) | January 25th Marquee Moon (1977) | January 24th h2o thicker than water january 25th h2o fttw january 25th sonic youth bad moon rising january 25th h2o nothing to prove january 25th
The Smiths (1984) | January 26th,The Velvet Underground & Nico (1967) | January 25th,h2o dont forget your roots january 27th h2o go january 27th big black songs about fucking january 27th new order movement january 28th,The Smiths (1984) | January 26th The Velvet Underground & Nico (1967) | January 25th h2o dont forget your roots january 27th h2o go january 27th big black songs about fucking january 27th new order movement january 28th
Green River (1969) | January 29th,Meddle (1971) | January 29th,madonna true blue january 29th duran duran rio january 29th the rolling stones exile on main st january 30th the smiths strangeways here we come january 30th,Green River (1969) | January 29th Meddle (1971) | January 29th madonna true blue january 29th duran duran rio january 29th the rolling stones exile on main st january 30th the smiths strangeways here we come january 30th
OK Human (2021) | January 31st,Journey in Satchidananda (1971) | January 30th,michael jackson off the wall january 31st weezer pinkerton january 31st weezer weezer january 31st madvillain madvillainy january 31st,OK Human (2021) | January 31st Journey in Satchidananda (1971) | January 30th michael jackson off the wall january 31st weezer pinkerton january 31st weezer weezer january 31st madvillain madvillainy january 31st
Abbey Road (1969) | January 31st,Canada Songs (2003) | January 31st,february total albumsminutemen the punch line february 1st sonic youth dirty february 2nd,Abbey Road (1969) | January 31st Canada Songs (2003) | January 31st february total albumsminutemen the punch line february 1st sonic youth dirty february 2nd
Low-Life (1985) | February 3rd,The Velvet Underground (1969) | February 2nd,kraftwerk transeuropa express february 3rd new order technique february 4th the cure three imaginary boys february 4th the velvet underground loaded february 5th,Low-Life (1985) | February 3rd The Velvet Underground (1969) | February 2nd kraftwerk transeuropa express february 3rd new order technique february 4th the cure three imaginary boys february 4th the velvet underground loaded february 5th
Funkadelic (1970) | February 7th,Rumors (1977) | February 6th,the chantays two sides of the chantays february 9th elvis presley elvis presley february 10th acid ghost i want to hide my face and die february 10th deftones white pony february 11th,Funkadelic (1970) | February 7th Rumors (1977) | February 6th the chantays two sides of the chantays february 9th elvis presley elvis presley february 10th acid ghost i want to hide my face and die february 10th deftones white pony february 11th
Controversy (1981) | February 13th,Thriller (1982) | February 12th,drake nothing was the same february 14th bob dylan blonde on blonde february 15th nas illmatic february 16th danny brown atrocity exhibition february 17th,Controversy (1981) | February 13th Thriller (1982) | February 12th drake nothing was the same february 14th bob dylan blonde on blonde february 15th nas illmatic february 16th danny brown atrocity exhibition february 17th
Adventure (1978) | February 20th,High Priestess Of Soul (1967) | February 19th,charles manson lie the love and terror cult february 21st nina simone in concert february 21st mc5 back in the usa february 22nd emily montes emily montes february 23rd,Adventure (1978) | February 20th High Priestess Of Soul (1967) | February 19th charles manson lie the love and terror cult february 21st nina simone in concert february 21st mc5 back in the usa february 22nd emily montes emily montes february 23rd
Pearl (1971) | February 26th,Undertow (1993) | February 25th,the look the look uk february 28th march total albumsmy bloody valentine isnt anything march 1st,Pearl (1971) | February 26th Undertow (1993) | February 25th the look the look uk february 28th march total albumsmy bloody valentine isnt anything march 1st
Before And After Science (1977) | March 2nd,New York Dolls (1973) | March 1st,fiona apple fetch the bolt cutters march 2nd brian eno another green world march 3rd love forever changes march 3rd brian eno taking tiger mountain by strategy march 3rd,Before And After Science (1977) | March 2nd New York Dolls (1973) | March 1st fiona apple fetch the bolt cutters march 2nd brian eno another green world march 3rd love forever changes march 3rd brian eno taking tiger mountain by strategy march 3rd
Let It Be (1984) | March 4th,Daydream Nation (1988) | March 4th,nico chelsea girls march 5th the doors strange days march 6th nirvana in utero march 6th the beatles the beatles march 6th,Let It Be (1984) | March 4th Daydream Nation (1988) | March 4th nico chelsea girls march 5th the doors strange days march 6th nirvana in utero march 6th the beatles the beatles march 6th
Here Are The Sonics!!! (1965) | March 7th,Canciones Para Liberar Nuestras Fronteras (1996) | March 7th,assück misery index march 8th kenny dorham afrocuban march 8th andrew jackson jihad people who can eat people are the luckiest people in the world march 9th cap’n jazz burritos inspiration point fork balloon sports cards in the spokes automatic biographies kites kung fu trophies banana peels we’ve slipped on and egg shells we’ve stepped over march 9th,Here Are The Sonics!!! (1965) | March 7th Canciones Para Liberar Nuestras Fronteras (1996) | March 7th assück misery index march 8th kenny dorham afrocuban march 8th andrew jackson jihad people who can eat people are the luckiest people in the world march 9th cap’n jazz burritos inspiration point fork balloon sports cards in the spokes automatic biographies kites kung fu trophies banana peels we’ve slipped on and egg shells we’ve stepped over march 9th
BOOM (1966) | March 10th,You're So Square (2002) | March 10th,the lumineers cleopatra march 11th the lumineers iii march 11th the lumineers the lumineers march 11th japan tin drum march 12th,BOOM (1966) | March 10th You're So Square (2002) | March 10th the lumineers cleopatra march 11th the lumineers iii march 11th the lumineers the lumineers march 11th japan tin drum march 12th
Distant Life (2018) | March 15th,Live At Max's Kansas City (1972) | March 14th,the beach boys smiley smile march 15th the beach boys wild honey march 15th sex pistols never mind the bollocks here’s the sex pistols march 15th talk talk spirit of eden march 16th,Distant Life (2018) | March 15th Live At Max's Kansas City (1972) | March 14th the beach boys smiley smile march 15th the beach boys wild honey march 15th sex pistols never mind the bollocks here’s the sex pistols march 15th talk talk spirit of eden march 16th
Let It Bleed (1969) | March 17th,Laughing Stock (1991) | March 16th,radiohead kid a march 18th serge gainsbourg histoire de melody nelson march 18th john lennon the plastic ono band john lennon plastic ono band march 19th led zeppelin led zeppelin ii march 20th,Let It Bleed (1969) | March 17th Laughing Stock (1991) | March 16th radiohead kid a march 18th serge gainsbourg histoire de melody nelson march 18th john lennon the plastic ono band john lennon plastic ono band march 19th led zeppelin led zeppelin ii march 20th
Heaven Or Las Vegas (1990) | March 22nd,The Stone Roses (1989) | March 21st,xray spex germfree adolescents march 23rd boards of canada music has the right to children march 24th radiohead ok computer march 24th hole live through this march 25th,Heaven Or Las Vegas (1990) | March 22nd The Stone Roses (1989) | March 21st xray spex germfree adolescents march 23rd boards of canada music has the right to children march 24th radiohead ok computer march 24th hole live through this march 25th
Yankee Hotel Foxtrot (2001) | March 28th,Ladies And Gentlemen We Are Floating In Space (1997) | March 27th,bonnie prince billy i see a darkness march 30th elliott smith eitheror march 31st april,Yankee Hotel Foxtrot (2001) | March 28th Ladies And Gentlemen We Are Floating In Space (1997) | March 27th bonnie prince billy i see a darkness march 30th elliott smith eitheror march 31st april
This Nation's Saving Grace (1985) | April 3rd,BORN TO RUN (1975) | April 2nd,modest mouse the lonesome crowded west april 4th björk homogenic april 5th radiohead the bends april 5th xtc english settlement april 5th,This Nation's Saving Grace (1985) | April 3rd BORN TO RUN (1975) | April 2nd modest mouse the lonesome crowded west april 4th björk homogenic april 5th radiohead the bends april 5th xtc english settlement april 5th
Spiderland (1991) | April 6th,The Soft Bulletin (1999) | April 6th,david bowie heroes april 7th david bowie low april 7th david bowie hunky dory april 7th acid ghost vacation april 8th,Spiderland (1991) | April 6th The Soft Bulletin (1999) | April 6th david bowie heroes april 7th david bowie low april 7th david bowie hunky dory april 7th acid ghost vacation april 8th
Aja (1977) | April 10th,Source Tags and Codes (2002) | April 10th,throbbing gristle jazz funk greats april 11th jefferson airplane surrealistic pillow april 12th public image ltd metal box april 12th bruce springsteen nebraska april 13th,Aja (1977) | April 10th Source Tags and Codes (2002) | April 10th throbbing gristle jazz funk greats april 11th jefferson airplane surrealistic pillow april 12th public image ltd metal box april 12th bruce springsteen nebraska april 13th
Blue Bell Knoll (1988) | April 15th,Bach,rem murmur april 17th the beatles rubber soul april 18th otis redding otis blueotis redding sings soul april 18th the grateful dead american beauty april 19th,Blue Bell Knoll (1988) | April 15th Bach rem murmur april 17th the beatles rubber soul april 18th otis redding otis blueotis redding sings soul april 18th the grateful dead american beauty april 19th
Jay And The Americans Greatest Hits (1965) | April 21st,A Hard Day’s Night (U.K)  (1964) | April 20th,mobb deep the infamous april 22nd rem reckoning april 23rd van morrison astral weeks april 24th current joys me oh my mirror april 25th,Jay And The Americans Greatest Hits (1965) | April 21st A Hard Day’s Night (U.K)  (1964) | April 20th mobb deep the infamous april 22nd rem reckoning april 23rd van morrison astral weeks april 24th current joys me oh my mirror april 25th
Greatest Hits (1975) | April 28th,Paris 1919 (1973) | April 27th,the neighborhood wiped out april 29th pavement crooked rain crooked rain april 30th may,Greatest Hits (1975) | April 28th Paris 1919 (1973) | April 27th the neighborhood wiped out april 29th pavement crooked rain crooked rain april 30th may
Liquid Swords (1995) | May 1st,78 AlbumsGhostface Killah,smashing pumpkins siamese dream deluxe edition may 2nd björk post may 2nd rem document may 2nd japan gentlemen take polaroids may 3rd,Liquid Swords (1995) | May 1st 78 AlbumsGhostface Killah smashing pumpkins siamese dream deluxe edition may 2nd björk post may 2nd rem document may 2nd japan gentlemen take polaroids may 3rd
Secrets of the I Ching (1983) | May 4th,Obscure Alternatives (1978) | May 3rd,iggy and the stooges raw power may 4th various kids original soundtrack may 5th de la soul feet high and rising may 5th peeled open window may 5th,Secrets of the I Ching (1983) | May 4th Obscure Alternatives (1978) | May 3rd iggy and the stooges raw power may 4th various kids original soundtrack may 5th de la soul feet high and rising may 5th peeled open window may 5th
Blood On The Tracks (1975) | May 6th,The Chronic (1992) | May 6th,neil young after the gold rush may 7th dolly parton jolene may 7th steve reich music for musicians may 8th herbie hancock head hunters may 8th,Blood On The Tracks (1975) | May 6th The Chronic (1992) | May 6th neil young after the gold rush may 7th dolly parton jolene may 7th steve reich music for musicians may 8th herbie hancock head hunters may 8th
Murray Street (2002) | May 9th,People's Instinctive Travels and the Paths of Rhythm (1990) | May 9th,captain beefheart his magic band trout mask replica may 10th the band the band may 10th james brown live at the apollo may 10th lo down gangstaville may 11th,Murray Street (2002) | May 9th People's Instinctive Travels and the Paths of Rhythm (1990) | May 9th captain beefheart his magic band trout mask replica may 10th the band the band may 10th james brown live at the apollo may 10th lo down gangstaville may 11th
Sketches of Spain (1960) | May 11th,I Can Hear The Heart Beating As One (1997) | May 11th,miles davis kind of blue may 12th elliott smith elliott smith may 13th galaxie peel sessions may 13th natalie merchant tigerlily may 13th,Sketches of Spain (1960) | May 11th I Can Hear The Heart Beating As One (1997) | May 11th miles davis kind of blue may 12th elliott smith elliott smith may 13th galaxie peel sessions may 13th natalie merchant tigerlily may 13th
Back to Black (2006) | May 14th,Tonight’s the Night (1975) | May 14th,randy newman sail away may 16th flamin groovies teenage head may 16th the united states of america the united states of america may 16th joni mitchell blue may 17th,Back to Black (2006) | May 14th Tonight’s the Night (1975) | May 14th randy newman sail away may 16th flamin groovies teenage head may 16th the united states of america the united states of america may 16th joni mitchell blue may 17th
Tago Mago (1971) | May 18th,Joyce Manor (2011) | May 17th,pixies trompe le monde may 19th beach fossils beach fossils may 20th galaxie copenhagen may 21st the byrds the notorious byrd brothers may 22nd,Tago Mago (1971) | May 18th Joyce Manor (2011) | May 17th pixies trompe le monde may 19th beach fossils beach fossils may 20th galaxie copenhagen may 21st the byrds the notorious byrd brothers may 22nd
Capricci Vol. 1 (1962) | May 23rd,TYRON (2021) | May 23rd,joni mitchell court and spark may 24th ariana grande thank u next may 25th bee bee sea day ripper may 26th philip glass robert wilson einstein on the beach may 27th,Capricci Vol. 1 (1962) | May 23rd TYRON (2021) | May 23rd joni mitchell court and spark may 24th ariana grande thank u next may 25th bee bee sea day ripper may 26th philip glass robert wilson einstein on the beach may 27th
Konnichiwa (2016) | May 29th,There's No Place Like America (1975) | May 29th,any other silently quietly going away may 30th ski mask the slump god stokeley may 31st pusha t daytona may 31st bladee gluee may 31st,Konnichiwa (2016) | May 29th There's No Place Like America (1975) | May 29th any other silently quietly going away may 30th ski mask the slump god stokeley may 31st pusha t daytona may 31st bladee gluee may 31st
Baddest Human (2020) | June 8th,Stronger than Pride (1988) | June 7th,neil young with crazy horse rust never sleeps june 11th neil young harvest june 12th the kinks kinda kinks june 13th the who odds and sods june 14th,Baddest Human (2020) | June 8th Stronger than Pride (1988) | June 7th neil young with crazy horse rust never sleeps june 11th neil young harvest june 12th the kinks kinda kinks june 13th the who odds and sods june 14th
Pastry (2021) | June 16th,Reward For Effort (2019) | June 16th,post punk podge the technohippies euphoric recall june 18th stephen murphy a way back home june 18th dwarves thank heaven for little girls june 19th the band music from big pink june 20th,Pastry (2021) | June 16th Reward For Effort (2019) | June 16th post punk podge the technohippies euphoric recall june 18th stephen murphy a way back home june 18th dwarves thank heaven for little girls june 19th the band music from big pink june 20th
The Never Story (2017) | June 23rd,Life's a Riot with Spy vs. Spy (1983) | June 22nd,tyler the creator call me if you get lost june 25th green day american idiot june 26th tyler the creator scum fuck flower boy june 28th tool lateralus june 29th,The Never Story (2017) | June 23rd Life's a Riot with Spy vs. Spy (1983) | June 22nd tyler the creator call me if you get lost june 25th green day american idiot june 26th tyler the creator scum fuck flower boy june 28th tool lateralus june 29th
CAPITAL CUSTOMER (2015) | July 7th,Generation (2013) | July 6th,crywank tomorrow is nearly yesterday and everyday is stupid july 9th glenn gould bach the goldberg variations july 10th bob seger noah july 11th the grateful dead american beauty the angels share demos july 12th,CAPITAL CUSTOMER (2015) | July 7th Generation (2013) | July 6th crywank tomorrow is nearly yesterday and everyday is stupid july 9th glenn gould bach the goldberg variations july 10th bob seger noah july 11th the grateful dead american beauty the angels share demos july 12th
My Aim is True (1977) | July 15th,nimrod. (1997) | July 14th,elvis costello live at the el mocambo july 17th simon garfunkel bridge over troubled water july 18th bakar badkid july 19th mustafa when smoke rises july 20th,My Aim is True (1977) | July 15th nimrod. (1997) | July 14th elvis costello live at the el mocambo july 17th simon garfunkel bridge over troubled water july 18th bakar badkid july 19th mustafa when smoke rises july 20th
On the Beach (1974) | July 23rd,lille (2020) | July 22nd,paul simon graceland july 25th brian eno here come the warm jets july 26th prince the revolution purple rain deluxe expanded edition july 27th public enemy it takes a nation of millions to hold us back july 28th,On the Beach (1974) | July 23rd lille (2020) | July 22nd paul simon graceland july 25th brian eno here come the warm jets july 26th prince the revolution purple rain deluxe expanded edition july 27th public enemy it takes a nation of millions to hold us back july 28th
amo (2019) | July 30th,Happier Than Ever (2021) | July 30th,august,amo (2019) | July 30th Happier Than Ever (2021) | July 30th august
Rocket to Russia (1977) | August 3rd,Aftermath (U.K.) (1966) | August 2nd,david bowie station to station august 5th pavement quarantine the past august 6th simon garfunkel sounds of silence august 7th bruce springsteen born in the usa august 8th,Rocket to Russia (1977) | August 3rd Aftermath (U.K.) (1966) | August 2nd david bowie station to station august 5th pavement quarantine the past august 6th simon garfunkel sounds of silence august 7th bruce springsteen born in the usa august 8th
Physical Graffiti (1974) | August 11th,Heaven Surrounds You (2019) | August 10th,ride nowhere august 13th guns n roses appetite for destruction august 14th the smiths rank august 15th bikini kill the singles august 16th,Physical Graffiti (1974) | August 11th Heaven Surrounds You (2019) | August 10th ride nowhere august 13th guns n roses appetite for destruction august 14th the smiths rank august 15th bikini kill the singles august 16th
Elliott Smith,Rather Ripped (2006) | August 18th,the b52s wild planet august 21st lingua ignota sinner get ready august 22nd pavement slanted and enchanted luxe reduxe august 22nd elliott smith roman candle august 23rd,Elliott Smith Rather Ripped (2006) | August 18th the b52s wild planet august 21st lingua ignota sinner get ready august 22nd pavement slanted and enchanted luxe reduxe august 22nd elliott smith roman candle august 23rd
